,CUSTOMER_ID,COLLEGE,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,LESSTHAN600k,CHILD,JOB_CLASS,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURNED
15,C110172,one,18.348623853211,68780.5,227,0,882378.0,False,1,1,153.0,390,17,1.2,15,very_sat,little,actively_looking_into_it,0
16,C102032,zero,154.82233502538068,40149.5,212,87,972852.0,False,3,1,81.0,187,11,6.1,4,very_sat,very_little,considering,0
17,C111447,zero,113.41463414634147,10658.5,0,72,,True,3,1,105.0,212,1,2.1,2,very_sat,little,no,0
18,C107865,zero,60.0,27441.5,0,60,609362.0,False,2,3,184.0,339,1,2.4,1,very_unsat,very_high,considering,0
19,C106770,zero,212.90322580645162,91347.5,210,0,166196.0,True,3,2,161.0,647,16,3.2,11,very_unsat,little,no,0
20,C105708,one,486.1660079051383,48041.0,153,0,,True,1,4,136.0,313,27,5.1,8,very_unsat,little,considering,0
21,C115762,one,263.7362637362637,34670.5,173,24,525399.0,True,1,2,169.0,202,10,2.4,5,very_unsat,very_high,actively_looking_into_it,1
22,C104842,zero,280.8880308880308,38593.5,46,89,786300.0,False,2,3,223.0,304,4,9.7,2,avg,very_high,no,0
23,C113611,zero,390.0,68042.0,0,0,438355.0,True,1,1,153.0,489,1,1.3,12,very_sat,little,actively_looking_into_it,0
24,C105449,one,300.0,19949.5,0,65,967576.0,False,0,4,216.0,141,1,2.0,12,avg,little,no,0
25,C108000,one,410.07194244604307,21511.0,39,0,999758.0,False,0,4,133.0,143,4,2.9,10,very_unsat,avg,considering,0
26,C104662,zero,562.5,18213.0,60,0,738562.0,False,3,2,150.0,321,3,4.0,11,unsat,very_little,never_thought,0
27,C108925,zero,720.0,28432.0,0,0,,True,1,1,206.0,360,0,1.4,15,very_unsat,little,never_thought,0
28,C107532,one,1080.0,58656.5,0,53,,True,0,4,208.0,712,1,3.6,1,unsat,very_little,no,0
29,C106338,one,93.24324324324324,13551.0,0,64,919430.0,False,2,3,67.0,224,0,2.3,9,very_sat,high,no,0
30,C110734,one,468.75,62247.0,60,51,623544.0,False,1,2,81.0,614,1,3.5,14,very_sat,little,considering,0
31,C112146,zero,45.80152671755726,16302.0,53,24,960358.0,False,3,3,73.0,170,3,1.6,4,very_unsat,very_little,actively_looking_into_it,0
32,C103458,zero,510.00000000000017,20730.0,0,0,251650.0,True,1,4,100.0,187,0,2.7,15,very_sat,very_little,considering,0
33,C102986,one,345.4545454545455,62313.5,65,0,806102.0,False,1,4,146.0,875,16,2.9,13,very_unsat,very_little,no,0
34,C113624,one,243.99260628465808,20402.5,61,38,,True,2,3,167.0,229,5,4.4,2,very_unsat,very_little,considering,0
35,C107599,one,229.9651567944251,43233.5,187,24,267727.0,True,0,3,146.0,744,12,1.2,4,unsat,very_high,actively_looking_into_it,0
36,C105488,zero,538.4615384615385,75985.5,56,0,931256.0,False,1,3,168.0,234,5,2.8,13,very_unsat,very_little,no,0
37,C110630,one,156.33802816901408,14300.0,0,61,162838.0,True,2,3,114.0,141,1,4.7,2,very_sat,very_high,no,0
38,C113785,zero,720.0,20944.0,0,38,818046.0,False,1,4,174.0,200,0,3.4,1,avg,little,actively_looking_into_it,0
39,C101694,zero,689.9999999999999,19844.5,0,0,600753.0,False,1,3,177.0,466,1,2.3,14,very_unsat,very_little,no,0
40,C105823,zero,335.74007220216606,74618.0,177,24,593408.0,True,1,2,132.0,537,25,4.1,1,unsat,very_little,considering,0
41,C103236,one,380.0,27378.5,50,0,240994.0,True,2,2,205.0,155,3,1.9,9,very_unsat,very_little,actively_looking_into_it,0
42,C112931,one,41.860465116279066,48418.5,65,48,778925.0,False,2,1,313.0,285,12,0.9,2,very_unsat,little,considering,0
43,C102955,zero,161.9537275064267,22404.0,69,22,386700.0,True,2,1,165.0,130,3,1.1,6,very_sat,little,considering,0
44,C100572,one,200.0,67376.0,0,20,629678.0,False,3,2,96.0,420,1,2.0,5,very_sat,very_little,considering,0
45,C101078,one,477.7777777777777,51185.0,0,17,259047.0,True,4,1,80.0,525,1,3.3,6,very_sat,very_little,considering,0
46,C111531,one,1950.0,28603.0,0,19,311162.0,True,0,4,176.0,372,0,7.5,5,very_sat,little,actively_looking_into_it,0
47,C100414,one,405.8823529411765,79017.0,70,42,463745.0,True,1,2,181.0,667,3,3.3,2,avg,very_little,never_thought,0
48,C108697,one,239.31623931623932,66336.5,251,22,538728.0,True,0,4,122.0,367,4,2.8,6,very_unsat,very_little,no,0
49,C115253,one,990.0,26662.0,0,0,801878.0,False,2,2,167.0,335,1,2.3,15,very_sat,very_high,considering,0
50,C104856,one,780.0,43460.5,0,0,194096.0,True,2,3,155.0,345,1,1.6,13,very_unsat,high,no,0
51,C103718,zero,666.6666666666667,53873.0,80,0,612782.0,False,0,4,175.0,273,4,3.0,14,very_sat,little,considering,0
52,C104041,one,644.6280991735538,41342.0,52,9,856534.0,False,4,1,166.0,374,4,4.2,6,very_unsat,high,considering,0
53,C111524,one,92.57142857142858,29515.0,55,72,233254.0,True,2,3,116.0,174,3,2.7,1,very_unsat,very_high,no,0
54,C100807,one,930.0,13219.0,0,57,454360.0,True,0,3,174.0,209,1,3.1,1,sat,very_high,considering,0
55,C108434,one,561.4035087719299,72658.0,71,15,709321.0,False,1,4,142.0,193,4,3.2,5,unsat,little,actively_looking_into_it,0
56,C103231,zero,216.60649819494583,46960.5,47,13,374267.0,True,2,3,105.0,281,3,3.0,1,very_unsat,high,no,0
57,C105447,one,102.18978102189779,33946.5,231,8,299898.0,True,2,4,91.0,160,29,2.4,4,unsat,very_high,considering,0
58,C109292,zero,119.11764705882356,16562.5,0,58,588696.0,True,2,3,143.0,803,3,2.7,1,very_unsat,little,actively_looking_into_it,0
59,C111166,zero,277.0700636942675,55429.0,214,0,,True,2,4,108.0,347,16,3.9,10,very_sat,very_high,considering,0
60,C113789,one,318.18181818181824,46606.5,164,35,847648.0,False,0,2,116.0,296,3,1.8,1,very_sat,very_high,considering,1
61,C108397,zero,1260.0,25556.0,0,0,638240.0,False,2,2,207.0,359,0,5.2,11,unsat,little,considering,0
62,C112687,one,287.5,15679.0,0,14,956176.0,False,3,2,118.0,182,1,2.3,4,very_sat,very_high,actively_looking_into_it,0
63,C102613,one,450.592885375494,32534.0,153,10,312249.0,True,1,1,91.0,160,11,1.8,6,avg,very_little,considering,1
64,C114864,zero,155.7562076749436,43945.0,66,72,407995.0,True,3,4,118.0,357,5,3.6,1,very_sat,little,no,0
65,C115931,zero,224.09638554216858,30333.0,195,12,402296.0,True,3,2,96.0,216,16,3.1,6,unsat,very_little,perhaps,0
66,C113898,one,568.2819383259913,48896.0,127,33,709794.0,False,1,4,132.0,325,20,4.3,1,very_unsat,little,considering,0
67,C106553,one,309.4555873925502,62376.0,189,6,870351.0,False,2,1,170.0,275,15,2.6,4,unsat,very_little,never_thought,0
68,C107034,zero,303.37078651685397,26722.5,167,0,817583.0,False,0,4,194.0,867,12,2.7,15,avg,little,considering,0
69,C106897,one,433.9622641509434,72312.5,59,0,544838.0,True,1,4,135.0,326,4,2.3,15,very_sat,little,considering,0
70,C106712,one,854.4303797468355,38484.0,58,0,744018.0,False,3,2,159.0,398,5,4.5,8,very_sat,very_high,no,0
71,C102754,one,990.0,48785.5,0,20,698122.0,False,1,3,164.0,365,1,2.3,6,very_unsat,very_little,considering,0
72,C110072,one,360.0,19827.5,75,0,960169.0,False,3,2,137.0,161,5,1.1,15,very_sat,very_high,considering,0
73,C109848,zero,720.0,47304.0,0,59,168532.0,True,1,1,153.0,339,14,3.4,2,very_unsat,very_high,considering,0
74,C110479,one,630.0,65213.5,0,23,417083.0,True,1,1,219.0,780,1,3.1,6,very_unsat,little,actively_looking_into_it,0
75,C103574,one,218.91058581706062,62333.0,183,69,838032.0,False,4,2,136.0,380,27,6.1,2,very_sat,little,actively_looking_into_it,0
76,C112282,zero,237.9310344827585,31535.0,0,19,298180.0,True,4,3,142.0,377,1,3.3,4,very_unsat,very_little,actively_looking_into_it,0
77,C106760,one,121.62162162162159,20825.5,0,27,210313.0,True,5,3,134.0,372,1,1.5,1,avg,little,considering,1
78,C110512,one,256.0975609756097,56375.0,64,51,530338.0,True,0,4,118.0,366,4,1.4,2,very_unsat,avg,considering,0
79,C102783,one,176.47058823529412,69599.0,244,54,925610.0,False,2,1,192.0,372,11,4.2,1,unsat,very_high,no,0
80,C106201,zero,488.37209302325584,27770.0,72,0,258416.0,True,1,3,166.0,210,5,1.8,11,very_sat,very_high,considering,0
81,C107532,one,1080.0,58656.5,0,53,,True,0,4,208.0,712,1,3.6,1,unsat,very_little,no,0
82,C105539,zero,617.6470588235295,19589.0,0,7,174755.0,True,3,3,114.0,163,0,2.5,6,unsat,high,considering,0
83,C103039,one,17.341040462427742,54117.0,246,0,885010.0,False,0,3,143.0,331,10,1.2,14,very_unsat,little,considering,0
84,C112648,zero,91.46341463414636,86530.0,228,54,157313.0,True,1,1,156.0,410,21,2.0,1,very_unsat,very_little,considering,0
85,C101921,zero,450.0,19814.5,0,0,633558.0,False,2,2,208.0,196,1,1.5,14,very_sat,little,never_thought,0
86,C108157,zero,435.0,19527.5,0,10,870755.0,False,5,4,121.0,196,1,3.9,4,avg,little,considering,0
87,C102837,one,795.1807228915663,48322.0,66,0,905435.0,False,2,4,128.0,255,3,3.4,14,unsat,little,considering,0
88,C104842,zero,280.8880308880308,38593.5,46,89,786300.0,False,2,3,223.0,304,4,9.7,2,avg,very_high,no,0
89,C107334,zero,750.0,83785.5,48,0,825984.0,False,4,3,66.0,411,3,2.7,12,very_sat,very_little,actively_looking_into_it,0
90,C105932,one,272.72727272727275,72021.5,0,34,795449.0,False,2,4,137.0,847,0,4.0,2,very_sat,very_high,considering,0
91,C101821,zero,900.0,22600.5,0,0,841177.0,False,2,4,82.0,160,1,4.0,15,unsat,avg,actively_looking_into_it,0
92,C113142,one,628.3783783783782,22869.0,48,11,624212.0,False,1,4,176.0,177,3,3.1,4,unsat,very_little,perhaps,0
93,C104155,zero,287.53993610223637,56795.0,213,0,373506.0,True,1,2,133.0,305,18,2.0,9,very_unsat,very_high,actively_looking_into_it,0
94,C115565,zero,330.00000000000006,24378.0,0,10,287131.0,True,0,1,192.0,156,0,2.1,5,very_unsat,little,no,0
95,C102587,zero,1229.9999999999998,10945.5,0,19,413935.0,True,1,1,89.0,226,0,4.1,6,very_unsat,very_high,never_thought,0
96,C101558,one,176.47058823529412,15762.5,53,13,563252.0,True,1,3,94.0,233,3,0.9,10,very_sat,little,actively_looking_into_it,0
97,C110509,one,681.081081081081,33806.5,85,11,376651.0,True,0,3,156.0,263,3,2.2,5,very_unsat,very_little,considering,1
98,C109098,one,186.88524590163934,54509.5,205,0,298263.0,True,4,2,222.0,274,25,1.9,13,avg,very_high,no,0
99,C102595,one,407.5471698113208,85685.5,165,74,883386.0,False,1,3,112.0,611,15,3.6,2,very_sat,very_high,considering,1
100,C102222,zero,349.6240601503759,30471.5,166,0,900626.0,False,4,1,149.0,187,16,3.1,15,very_sat,high,considering,0
101,C115597,zero,496.1538461538462,62120.5,0,16,802367.0,False,2,2,237.0,497,1,3.3,6,avg,very_little,actively_looking_into_it,0
102,C107750,one,123.52941176470587,51620.5,0,7,245552.0,True,4,1,166.0,753,0,1.7,5,very_unsat,little,actively_looking_into_it,0
103,C107032,one,0.0,17404.5,0,83,559359.0,True,1,4,179.0,164,1,1.0,1,very_sat,avg,considering,0
104,C114085,one,785.7142857142858,51315.0,0,11,704177.0,False,2,1,115.0,529,1,4.5,5,sat,very_high,never_thought,0
105,C106610,zero,465.5172413793104,35746.5,74,32,590625.0,True,1,3,78.0,273,5,2.7,2,unsat,little,no,1
106,C115287,zero,205.607476635514,56878.0,221,0,315719.0,True,4,3,119.0,390,19,2.2,13,very_sat,little,considering,0
107,C100555,zero,145.56962025316454,35371.5,174,20,172997.0,True,3,1,112.0,174,29,2.3,4,very_unsat,very_high,considering,1
108,C114116,zero,138.3399209486166,68399.5,229,43,826853.0,False,2,4,189.0,349,22,2.5,2,very_unsat,very_little,considering,0
109,C105471,one,274.5098039215686,75937.0,53,75,768315.0,False,1,4,88.0,885,3,1.4,2,very_sat,very_high,never_thought,0
110,C102264,zero,350.0,76906.0,0,14,169297.0,True,3,1,98.0,786,0,3.8,4,very_unsat,very_little,actively_looking_into_it,0
111,C111480,one,870.0,62137.5,0,0,191958.0,True,4,1,83.0,322,0,2.9,12,unsat,very_little,actively_looking_into_it,0
112,C106191,one,2032.8947368421047,40130.5,52,0,162984.0,True,2,4,201.0,307,3,9.3,8,very_sat,very_little,perhaps,0
113,C108057,one,197.91666666666663,97328.0,188,0,302882.0,True,1,1,140.0,444,5,1.9,9,very_unsat,very_little,no,1
114,C111360,zero,1590.0,59888.5,0,0,836643.0,False,4,3,131.0,437,0,5.3,13,very_unsat,very_little,no,0
115,C101801,zero,520.9580838323353,25223.5,67,0,435059.0,True,4,1,150.0,207,3,2.9,9,unsat,very_little,no,0
116,C109311,one,156.81818181818178,22233.0,0,78,211623.0,True,3,2,90.0,315,0,3.6,11,very_unsat,high,perhaps,0
117,C100195,zero,614.0350877192983,30002.0,71,76,352621.0,True,1,2,163.0,132,5,3.5,2,very_sat,very_high,no,0
118,C109326,one,171.17117117117115,50283.0,233,43,740009.0,False,1,1,113.0,333,0,2.9,1,very_unsat,little,no,0
119,C103062,zero,89.19722497522301,64011.5,169,74,546417.0,True,2,1,142.0,294,17,2.0,1,very_unsat,high,actively_looking_into_it,0
120,C109656,one,20.4778156996587,39626.5,193,0,718022.0,False,3,1,184.0,182,12,1.2,15,very_unsat,high,never_thought,0
121,C100496,zero,693.75,39793.5,60,30,751329.0,False,1,4,98.0,271,1,2.7,1,very_unsat,little,actively_looking_into_it,0
122,C109469,one,192.4528301886793,49383.0,165,0,258778.0,True,0,2,71.0,352,18,1.7,13,very_unsat,very_little,considering,1
123,C103207,one,614.9068322981368,42933.0,61,0,564174.0,True,3,2,123.0,336,4,3.3,15,very_unsat,very_high,actively_looking_into_it,0
124,C100105,zero,168.22429906542058,44257.5,221,0,204100.0,True,0,1,162.0,131,14,2.8,14,very_unsat,avg,actively_looking_into_it,0
125,C105156,one,0.0,75696.5,0,11,205703.0,True,2,1,97.0,781,0,1.0,4,very_unsat,little,actively_looking_into_it,0
126,C110160,one,138.1074168797954,21495.0,51,24,177702.0,True,2,4,104.0,794,4,1.8,4,avg,little,actively_looking_into_it,0
127,C105910,zero,204.3010752688172,94080.0,179,0,282374.0,True,1,2,153.0,766,15,1.9,9,very_unsat,very_little,never_thought,0
128,C105981,zero,1170.0,58262.5,0,0,535938.0,True,2,4,129.0,528,1,3.9,9,very_sat,very_little,considering,0
129,C100830,zero,226.4150943396226,23631.5,61,21,607640.0,False,4,4,189.0,339,3,1.8,5,very_unsat,little,actively_looking_into_it,0
130,C114542,one,180.00000000000003,78275.0,0,18,835806.0,False,1,3,175.0,420,1,1.6,4,very_sat,very_high,considering,0
131,C112898,one,525.4237288135594,32586.5,77,78,976780.0,False,1,3,152.0,212,4,3.1,2,very_sat,little,actively_looking_into_it,0
132,C115472,zero,600.0,69897.5,0,57,292006.0,True,1,3,125.0,855,11,2.0,1,very_sat,little,no,0
133,C114864,zero,155.7562076749436,43945.0,66,72,407995.0,True,3,4,118.0,357,5,3.6,1,very_sat,little,no,0
134,C112672,one,750.0,22986.0,60,0,493940.0,True,2,1,165.0,201,3,4.0,12,unsat,very_high,actively_looking_into_it,1
135,C111786,one,527.0270270270271,91875.5,196,0,464574.0,True,0,1,169.0,651,19,5.2,10,unsat,very_high,no,0
136,C111768,one,571.4285714285712,35983.5,68,18,214368.0,True,0,1,176.0,295,3,2.2,4,unsat,very_high,perhaps,0
137,C103642,one,235.10971786833846,46797.0,219,0,188512.0,True,1,1,232.0,206,3,2.5,10,very_unsat,very_high,never_thought,1
138,C101608,one,185.84070796460168,55963.0,92,26,,True,2,1,138.0,389,4,1.8,2,very_sat,very_high,considering,0
139,C101881,one,313.6363636363636,14947.5,0,12,295769.0,True,2,4,210.0,148,0,3.3,2,very_unsat,little,considering,0
140,C102682,one,67.41573033707864,22001.0,0,79,610722.0,False,2,1,153.0,203,1,2.0,2,unsat,little,considering,0
141,C115916,one,421.875,42798.0,0,22,967895.0,False,3,2,172.0,360,22,3.5,6,very_unsat,little,considering,0
142,C104821,one,676.8292682926829,19859.0,64,0,669773.0,False,3,4,181.0,138,3,3.7,9,unsat,little,no,0
143,C111911,zero,1650.0,78807.0,0,57,799885.0,False,1,3,187.0,431,1,5.5,2,very_unsat,very_high,no,0
144,C102620,one,246.29878869448186,36924.0,73,57,314538.0,True,4,4,297.0,274,5,6.1,2,very_unsat,little,actively_looking_into_it,0
145,C104843,zero,1020.0000000000003,35376.0,0,63,228221.0,True,1,4,145.0,396,0,4.4,2,very_unsat,little,considering,0
146,C109479,one,630.0,47633.5,0,0,936807.0,False,2,4,164.0,343,18,2.1,12,very_unsat,very_high,considering,0
147,C111949,one,120.0,32676.5,200,0,975702.0,False,1,1,250.0,232,19,1.2,11,very_unsat,avg,considering,0
148,C101612,zero,104.51977401129943,51581.0,212,75,760358.0,False,3,1,196.0,353,14,3.7,1,very_unsat,little,no,0
149,C108418,zero,160.82474226804123,20701.0,65,32,795259.0,False,4,3,224.0,242,3,1.6,2,very_unsat,very_high,considering,0
150,C111694,zero,349.0566037735849,62885.0,218,26,679585.0,False,1,1,165.0,294,20,2.7,1,very_unsat,very_little,actively_looking_into_it,0
151,C110003,one,560.8695652173913,14089.0,0,13,255069.0,True,2,1,242.0,152,1,3.3,4,very_sat,little,perhaps,0
152,C107812,zero,1090.909090909091,79040.5,65,0,972512.0,False,3,2,174.0,251,1,5.0,11,very_sat,little,actively_looking_into_it,0
153,C112387,one,523.2558139534883,38264.5,72,0,,True,2,2,219.0,310,5,3.0,12,very_unsat,very_little,actively_looking_into_it,0
154,C108140,zero,441.86046511627904,14288.5,29,0,458828.0,True,3,4,137.0,130,4,1.9,9,avg,very_little,never_thought,0
155,C115034,zero,685.7142857142858,21040.0,0,18,,True,2,2,276.0,136,0,5.4,5,avg,very_high,considering,0
156,C102988,zero,143.91143911439116,63330.0,61,11,436758.0,True,3,3,125.0,824,4,1.3,5,very_sat,little,no,0
157,C109983,zero,818.1818181818179,29168.0,76,0,568002.0,True,3,1,236.0,222,5,3.8,12,unsat,very_high,considering,0
158,C102048,zero,126.7605633802817,29580.0,55,20,492616.0,True,2,3,126.0,231,5,1.5,4,very_unsat,very_little,perhaps,0
159,C113796,zero,156.0,38408.0,0,40,871511.0,False,2,2,105.0,356,1,2.6,1,very_unsat,little,actively_looking_into_it,0
160,C100907,one,160.81871345029242,63768.5,76,85,224209.0,True,2,3,96.0,740,5,5.5,8,unsat,little,actively_looking_into_it,0
161,C100807,one,930.0,13219.0,0,57,454360.0,True,0,3,174.0,209,1,3.1,1,sat,very_high,considering,0
162,C100083,one,480.0,19274.5,0,0,701381.0,False,3,1,160.0,172,1,1.6,9,unsat,little,no,0
163,C103765,one,109.68921389396708,60381.5,177,27,921515.0,False,3,3,120.0,364,18,3.0,1,very_unsat,little,actively_looking_into_it,0
164,C105488,zero,538.4615384615385,75985.5,56,0,931256.0,False,1,3,168.0,234,5,2.8,13,very_unsat,very_little,no,0
165,C112032,one,286.2190812720848,38395.5,183,0,640754.0,False,1,2,188.0,240,12,3.7,2,very_unsat,little,considering,0
166,C101014,zero,36.23188405797101,60942.0,214,10,234388.0,True,2,4,133.0,388,27,1.5,5,very_sat,very_high,considering,0
167,C105977,one,141.8918918918919,80020.0,76,12,174444.0,True,3,4,203.0,874,5,2.4,11,unsat,very_high,actively_looking_into_it,0
168,C112837,one,696.2025316455697,48584.0,137,0,854402.0,False,0,3,274.0,340,10,5.5,9,very_unsat,high,no,0
169,C114516,zero,1020.0000000000003,20286.0,0,50,712379.0,False,0,3,126.0,208,0,4.4,1,avg,little,actively_looking_into_it,0
170,C111943,zero,408.6687306501548,33167.5,173,5,602730.0,False,2,1,122.0,353,17,5.4,4,unsat,very_high,no,0
171,C105012,one,1410.0,29028.0,0,21,925859.0,False,1,1,124.0,352,0,5.7,4,very_sat,very_high,no,0
172,C100028,zero,187.5,73637.0,0,14,365137.0,True,4,2,156.0,586,1,1.5,5,avg,very_little,no,0
173,C108196,one,642.8571428571429,16310.5,54,58,509351.0,True,1,2,131.0,161,5,4.3,1,very_unsat,very_high,no,0
174,C105488,zero,538.4615384615385,75985.5,56,0,931256.0,False,1,3,168.0,234,5,2.8,13,very_unsat,very_little,no,0
175,C104612,one,840.0,19385.5,0,0,275870.0,True,1,3,224.0,248,1,3.8,15,very_unsat,high,considering,0
176,C111514,one,692.3076923076924,36195.5,82,14,707266.0,False,1,4,168.0,159,3,3.2,5,very_unsat,very_high,considering,0
177,C113843,one,314.0495867768595,17741.0,53,21,462216.0,True,2,1,150.0,157,4,1.8,6,very_unsat,very_little,considering,1
178,C101928,zero,333.33333333333337,37441.0,98,0,980897.0,False,2,4,192.0,345,3,2.2,15,very_unsat,little,actively_looking_into_it,0
179,C101931,zero,257.14285714285717,48595.5,180,0,190915.0,True,2,4,151.0,302,10,3.4,10,very_sat,very_little,actively_looking_into_it,0
180,C105274,one,683.3333333333333,63219.5,80,48,466119.0,True,1,3,163.0,414,3,4.1,4,very_unsat,little,actively_looking_into_it,1
181,C102011,zero,221.25,44533.5,0,70,351820.0,True,3,1,163.0,383,0,3.9,1,avg,little,considering,1
182,C108902,zero,360.00000000000006,50295.0,0,0,221464.0,True,3,1,194.0,872,0,2.2,12,unsat,little,actively_looking_into_it,0
183,C108882,zero,356.35359116022096,101211.5,262,20,670788.0,False,1,4,171.0,659,11,4.3,5,unsat,very_high,actively_looking_into_it,0
184,C101857,zero,68.0473372781065,31360.5,74,84,251817.0,True,4,2,69.0,168,3,2.3,2,very_unsat,little,actively_looking_into_it,0
185,C107228,zero,206.1068702290076,38138.5,31,60,434880.0,True,1,3,228.0,384,5,1.9,2,very_unsat,very_little,actively_looking_into_it,0
186,C115241,zero,293.47826086956525,22942.5,84,10,292403.0,True,1,3,137.0,253,4,1.8,6,very_unsat,high,considering,0
187,C103029,zero,420.0,68927.0,0,10,283374.0,True,3,4,181.0,523,0,2.8,4,very_unsat,high,no,0
188,C107083,zero,143.31210191082803,73326.0,34,18,353810.0,True,3,3,135.0,888,3,1.5,4,very_sat,little,never_thought,0
189,C107655,zero,1050.0,47472.5,0,54,869115.0,False,1,2,176.0,349,0,3.5,2,unsat,very_little,actively_looking_into_it,0
190,C108440,one,390.0,74786.0,0,6,438130.0,True,1,1,151.0,502,28,1.3,4,very_sat,little,actively_looking_into_it,0
191,C100716,zero,940.0,46109.5,0,5,870146.0,False,2,3,300.0,379,1,3.7,15,unsat,very_high,actively_looking_into_it,0
192,C108857,zero,61.01694915254238,47820.0,195,0,719629.0,False,0,2,107.0,265,27,1.6,12,very_unsat,little,actively_looking_into_it,0
193,C103501,one,113.20754716981136,23736.5,59,0,674837.0,False,2,2,105.0,242,3,1.6,15,very_unsat,little,considering,0
194,C107212,one,810.8108108108107,41825.5,48,56,745968.0,False,1,3,170.0,308,4,3.0,1,unsat,high,actively_looking_into_it,0
195,C100597,one,630.0,41910.5,0,8,153262.0,True,1,1,99.0,376,1,2.1,8,sat,very_high,actively_looking_into_it,0
196,C102620,one,246.29878869448186,36924.0,73,57,314538.0,True,4,4,297.0,274,5,6.1,2,very_unsat,little,actively_looking_into_it,0
197,C109582,one,182.10862619808307,68254.5,213,0,983262.0,False,1,1,100.0,365,20,2.9,12,very_unsat,very_little,no,0
198,C108784,zero,147.88732394366198,62980.0,184,0,660051.0,False,3,4,199.0,349,29,2.4,14,unsat,high,no,0
199,C101993,zero,94.33962264150944,57225.5,223,79,422341.0,True,2,1,94.0,276,29,3.5,2,very_unsat,little,considering,1
200,C104726,zero,49.72375690607735,70175.0,34,59,466834.0,True,3,3,176.0,763,3,1.2,2,very_unsat,little,never_thought,0
201,C108033,zero,289.2857142857144,44200.5,0,18,355542.0,True,3,1,135.0,426,0,3.7,4,very_unsat,very_little,actively_looking_into_it,0
202,C103530,one,364.8648648648648,50288.5,48,0,922324.0,False,2,4,58.0,343,18,2.8,10,very_unsat,very_high,actively_looking_into_it,0
203,C112063,one,345.76271186440664,34973.0,195,54,631785.0,False,1,2,129.0,168,16,2.4,2,sat,avg,considering,0
204,C110967,one,560.1023017902813,46814.5,161,13,232255.0,True,2,1,122.0,252,23,5.3,10,very_unsat,very_high,considering,1
205,C102676,one,165.41353383458647,61736.0,89,21,970223.0,False,2,2,268.0,666,5,2.2,6,unsat,very_high,never_thought,0
206,C104828,zero,1140.0,35199.0,0,0,539147.0,True,2,1,118.0,861,1,2.8,1,very_unsat,very_little,no,0
207,C102864,zero,178.94736842105263,33423.5,185,85,884457.0,False,1,4,79.0,827,12,1.7,2,very_unsat,very_high,actively_looking_into_it,0
208,C110715,zero,228.0,16977.5,0,15,547644.0,True,3,1,244.0,182,29,0.9,5,very_sat,little,considering,0
209,C110610,one,450.0,21033.0,0,28,725171.0,False,0,1,149.0,224,1,1.5,2,very_unsat,very_high,no,0
210,C103424,zero,47.05882352941178,63498.5,0,41,998499.0,False,2,4,287.0,875,1,1.8,1,very_unsat,little,considering,0
